scopus_source_id,print_issn,real _frequency,journal_website,e_issn,real_review_time
25476,10798587,Quarterly,http://wacong.org/autosoft/auto/,2326005X,
25482,8268185,Bi-monthly,http://www.actapress.com/Content_of_Journal.aspx?JournalID=127,19257090,
25507,3505596,Quarterly,http://www.informatica.si/,,
25621,7437315,Monthly,http://www.journals.elsevier.com/journal-of-parallel-and-distributed-computing/#description,10960848,
26138,1678191,Monthly,http://www.journals.elsevier.com/parallel-computing/#description,18727336,
26529,1650114,Semi-monthly,http://www.journals.elsevier.com/fuzzy-sets-and-systems/#description,18726801,
26801,8912017,Quarterly,http://www.mitpressjournals.org/loi/coli,15309312,50 weeks
26803,3782166,Monthly,http://www.journals.elsevier.com/journal-of-pragmatics/#description,18791387,
27190,9226567,Quarterly,https://rd.springer.com/journal/10590,15730573,
28380,13513249,Bi-monthly,http://journals.cambridge.org/action/displayJournal?jid=NLE,14698110,
28424,14710684,Bi-monthly,http://journals.cambridge.org/action/displayJournal?jid=TLP,14753081,
36450,0142694X,Bi-monthly,http://www.journals.elsevier.com/design-studies/#description,18726909,
4000148905,1556603X,Quarterly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=10207,15566048,
4700152208,2198436,Bi-monthly,http://www.worldscinet.com/ijhr/ijhr.shtml,17936942,
4700152645,2182130,Bi-monthly,http://www.worldscinet.com/ijait/ijait.shtml,17936349,
5800207596,11320214,,,2079312X,
6700153285,17442869,,,17442850,
72242,9205691,Monthly,http://www.springerlink.com/content/100272/,15731405,
79015,10010920,,,,
87936,10036059,,,,
9500154152,18612776,Quarterly,http://www.springer.com/engineering/robotics/journal/11370,18612784,
10900153313,16618270,Quarterly,http://www.springer.com/birkhauser/mathematics/journal/11786,16618289,
11800154542,18419836,Bi-monthly,http://univagora.ro/jour/index.php/ijccc,18419844,25 weeks
12000154489,13494198,Bi-monthly,http://www.ijicic.org/,1349418X,
12358,15622479,Bi-monthly,http://link.springer.com/journal/40815,21993211,
12370,220000,Bi-monthly,http://www.journals.elsevier.com/journal-of-computer-and-system-sciences/#description,10902724,
12492,10162364,Bi-monthly,http://jise.iis.sinica.edu.tw/pages/issues/past.html,,
13845,928240,Bi-monthly,http://www.springerlink.com/content/119979/,15229602,
144891,14626268,Quarterly,http://www.tandfonline.com/loi/ndcr20,17443806,
14500154733,11092858,Tri-annual,http://www.springerlink.com/content/1109-2858,18661505,
145295,16194500,Quarterly,http://www.springerlink.com/content/1614-2411,16142411,
17300154988,17560381,Annual,http://www.biodatamining.org/,,23 weeks
17362,10414347,Monthly,http://www.computer.org/portal/web/tkde,15582191,
17945,13674803,Semi-monthly,http://bioinformatics.oxfordjournals.org/,13674811/14602056,
17974,13866338,Quarterly,https://www.iospress.nl/journal/in-silico-biology/,14343207,
18144,10939687,Monthly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8667,14678667,
18184,2644401,Bi-monthly,http://www.emeraldinsight.com/loi/ec,17587077,
18197,10692509,Quarterly,https://www.iospress.nl/journal/integrated-computer-aided-engineering/,18758835,
18700156724,17525055,Bi-monthly,http://www.inderscienceonline.com/loi/ijcsm,17525063,
19124,2570130,Monthly,http://www.springerlink.com/content/101752/,15729443,
19600156811,15604292,Quarterly,http://link.springer.com/journal/40593,15604306,
19600156814,19362447,Quarterly,http://www.springerlink.com/content/1936-2455,19362455,
19700166602,19423454,Quarterly,http://toct.acm.org/,19423462,
19700174683,20407939,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2040-7947,20407947,
19700177406,21530785,Quarterly,http://www.springer.com/mathematics/applications/journal/13235,21530793,
19714,10919392,Quarterly,http://www.tandfonline.com/loi/hoce20,15327744,
19900192440,14611570,,,,
20573,14324350,Bi-monthly,http://www.springerlink.com/content/100369/,14330490,
21100197928,19350090,,,,
21100198457,19322232,Quarterly,http://www.sigsam.org/cca/,19322240,
21100198552,17530563,,,17530571,
21100199308,14256908,Semi-monthly,http://www.degruyter.com/view/j/jaa,18696082,
21100199333,18671144,Semi-annual,http://www.degruyter.com/view/j/gcc,18696104,
21100199795,19994893,Monthly,http://www.mdpi.com/journal/algorithms,,11 weeks
21100205111,16179447,Quarterly,http://link.springer.com/journal/40315,21953724,
21100206263,17930057,Tri-annual,http://www.worldscinet.com/nmnc/nmnc.shtml,17937027,
21100211117,15593940,Annual,,21575452,
21100268400,17442710,Quarterly,https://flipbooks.researchinformation.co.uk/170388/199108/library.html,20452519,
21100286449,,,,,
21100369411,20710216,Quarterly,http://www.mmp.vestnik.susu.ac.ru/,23080256,
21100403130,23522208,Bi-monthly,http://www.journals.elsevier.com/journal-of-logical-and-algebraic-methods-in-programming,23522216,
21100405702,,,,22638733,
21100790723,22113568,Quarterly,https://www.iospress.nl/journal/computability/,22113576,
21100793172,19922264,,,23109912,
21100793184,20710410,Quarterly,http://journals.tsu.ru//pdm/en/,23112263,
21100818505,,,,15572862,
21100824863,,,,18632122,
21100826268,15082806,Quarterly,https://journals.agh.edu.pl/csci,23007036,20 weeks
21100827946,,,,20566387,
21100832761,15982645,Quarterly,http://www.ijfis.org/,2093744X,
21100841738,13111728,,,13148060,
21100843325,24096008,,,23138734,
21100855805,20767633,,,20776853,
21100864387,19479263,Quarterly,http://www.igi-global.com/gateway/journal/1149,19479271,
21100881468,23294949,Quarterly,http://topc.acm.org/index.cfm,23294957,
21100886546,23799927,,,23799935,
21100901061,19826907,Semi-annual,https://rd.springer.com/journal/40863,23169028,
23486,14329360,Quarterly,http://link.springer.com/journal/791,14330369,
23490,8857474,Annual,http://www.springerlink.com/content/105731/,15737691,
23614,9603174,Bi-monthly,http://www.springerlink.com/content/100219/,15731375,
23844,958956,Bi-monthly,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-b/#description,10960902,
24162,13359150,Bi-monthly,http://www.cai.sk/,,
24175,13837133,Quarterly,http://www.springerlink.com/content/1383-7133,15729354,
24185,2664720,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0394,14680394,
24242,10636706,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=91,19410034,
24254,1628828,Monthly,http://www.computer.org/portal/web/tpami,19393539,
24306,10512004,Monthly,http://www.journals.elsevier.com/digital-signal-processing/#description,10954333,
24354,1687433,Bi-monthly,http://www.springerlink.com/content/100280/,15730670,
24407,0010485X,Monthly,http://www.springerlink.com/content/103076/,14365057,
24501,14200597,Bi-monthly,http://www.springerlink.com/content/101744/,15731499,
24623,2196336,Bi-monthly,http://www.worldscinet.com/jtcc/jtcc.shtml,17936888,
24756,3406253,Bi-monthly,http://match.pmf.kg.ac.rs/,,
24907,1782770,Quarterly,http://www.springerlink.com/content/100426/,14320452,
25022,15361268,Quarterly,https://ieeexplore.ieee.org/servlet/opac?punumber=7756,15582590,
25033,189340,Monthly,http://www.computer.org/portal/web/tc,15579956,
25037,1089778X,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4235,19410026,
25476,10798587,Quarterly,http://wacong.org/autosoft/auto/,2326005X,
25509,8905401,Bi-monthly,http://www.journals.elsevier.com/information-and-computation/#description,10902651,
25607,15708667,,,,
25744,1678094,Tri-annual,http://www.springerlink.com/content/0167-8094,15729273,
25878,9262245,Bi-monthly,http://www.journals.elsevier.com/differential-geometry-and-its-applications/#description,18726984,
25887,1795376,Bi-monthly,http://www.springerlink.com/content/100356/,14320444,
26098,10459219,Monthly,http://www.computer.org/portal/web/tpds,15582183,
26132,10009000,Bi-monthly,http://www.springerlink.com/content/1000-9000/,18604749,
26389,10971440,,,10778926,
27871,15320626,Semi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-0634,15320634,
28070,9635483,Bi-monthly,http://journals.cambridge.org/action/displayJournal?jid=CPC,14692163,
28077,1291831,Monthly,http://www.worldscinet.com/ijmpc/ijmpc.shtml,17936586,
28347,15261719,,,,
28424,14710684,Bi-monthly,http://journals.cambridge.org/action/displayJournal?jid=TLP,14753081,
28454,3321649,Bi-monthly,http://www.emeraldinsight.com/loi/compel,,
28455,10163328,Quarterly,http://www.springerlink.com/content/1016-3328,14208954,
28456,9257721,Monthly,http://www.journals.elsevier.com/computational-geometry/#description,1879081X,
28457,1787675,Monthly,http://www.springerlink.com/content/100468/,14320924,
28461,1679473,Monthly,http://www.journals.elsevier.com/computational-statistics-and-data-analysis/#description,18727352,
28468,8981221,Semi-monthly,http://www.journals.elsevier.com/computers-and-mathematics-with-applications/,18737668,
28469,15725286,Quarterly,http://www.journals.elsevier.com/discrete-optimization/#description,1873636X,
28470,16153375,Bi-monthly,http://www.springerlink.com/content/106038/,16153383,
28474,1692968,Fortnightly,https://www.iospress.nl/journal/fundamenta-informaticae/,18758681,
28477,2181959,,,,
28494,207160,Monthly,http://www.tandfonline.com/loi/gcom20,10290265,
28499,13826905,Bi-monthly,http://www.springerlink.com/content/102924/,15732886,
29581,10665277,Monthly,http://online.liebertpub.com/loi/cmb,15578666,
29676,15337146,Bi-monthly,http://www.rintonpress.com/journals/qic/index.html,,
3100147401,15749541,Bi-monthly,http://www.journals.elsevier.com/ecological-informatics/#description,18780512,
4000151810,1553734X,Monthly,http://journals.plos.org/ploscompbiol/,15537358,32 weeks
40107,973165,Bi-monthly,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/#description,10960899,
5700165206,16618254,Bi-monthly,http://www.springerlink.com/content/120401/,16618262,
57844,16102940,Annual,http://www.springerlink.com/content/100529/,9485023,
5800179604,17487188,Annual,http://almob.biomedcentral.com/,,25 weeks
6100152804,17427185,Bi-monthly,http://www.inderscienceonline.com/loi/ijcse,17427193,
11600153445,17513472,Quarterly,http://www.tandfonline.com/loi/tmaa20,17513480,
14452,375497,Monthly,http://sim.sagepub.com/,17413133,
144702,13594338,Quarterly,http://www.springerlink.com/content/1359-4338/,14349957,
144891,14626268,Quarterly,http://www.tandfonline.com/loi/ndcr20,17443806,
144972,7479360,Quarterly,http://www.mitpressjournals.org/loi/desi,15314790,
145508,15464261,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1546-427X,1546427X,
147203,14606925,Tri-annual,http://www.tandfonline.com/toc/rfdj20/current,17563062,
15484,1206212X,,,,
17271,13618415,,,,
17600155397,19913761,Tri-annual,http://www.ijdesign.org/ojs/index.php/IJDesign,1994036X,
18144,10939687,Monthly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8667,14678667,
18145,104485,Monthly,http://www.journals.elsevier.com/computer-aided-design/#description,18792685,
18189,0168874X,Monthly,http://www.journals.elsevier.com/finite-elements-in-analysis-and-design/#description,18726925,
18201,10964290,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-047X,1099047X,
18661,1615147X,Monthly,http://www.springerlink.com/content/102504/,16151488,
18662,10844309,Bi-monthly,http://todaes.acm.org/,15577309,
19270,2181940,Monthly,http://www.worldscinet.com/ijseke/ijseke.shtml,17936403,
19400157014,15564673,Quarterly,http://jocch.acm.org/,15564711,
19400157203,12136972,,,12136964,
19600157322,17582946,Annual,https://jcheminf.biomedcentral.com/,,14 weeks
19700177033,16955951,Annual,http://journals.uoc.edu/index.php/artnodes/,,
19700177406,21530785,Quarterly,http://www.springer.com/mathematics/applications/journal/13235,21530793,
19700186865,16877047,Annual,https://www.hindawi.com/journals/ijcgt/,16877055,18 weeks
19700201037,15710882,Quarterly,http://www.tandfonline.com/loi/ncdn20,17453755,
19900192316,14780771,Quarterly,http://jac.sagepub.com/,20483988,
20952,15309827,Quarterly,https://asmedigitalcollection.asme.org/computingengineering,19447078,
20979,10500472,Monthly,https://asmedigitalcollection.asme.org/mechanicaldesign,15289001,
21100200639,1757191X,Tri-annual,"http://www.intellectbooks.co.uk/journals/view-Journal,id=164/",17571928,
21100432483,,,,21867364,
21100820602,22884300,Bi-monthly,http://www.journals.elsevier.com/journal-of-computational-design-and-engineering/,22885048,28 weeks
21100823281,21667160,Quarterly,http://www.igi-global.com/gateway/journal/64245,21667179,
21100826268,15082806,Quarterly,https://journals.agh.edu.pl/csci,23007036,20 weeks
21100843319,12268046,,,22882987,
21100856541,,,,22137459,
21100869486,20960433,,,20960662,
21100889855,23838477,Quarterly,http://technopress.kaist.ac.kr/?journal=acd&subpage=7#,24660523,
21100900151,,,,2313433X,
23607,8956111,Bi-monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/292/description#description,18790771,
24621,10933263,Bi-monthly,http://www.journals.elsevier.com/journal-of-molecular-graphics-and-modelling/#description,18734243,
24972,7300301,Bi-monthly,http://tog.acm.org/,15577368,
24998,1678396,Monthly,http://www.journals.elsevier.com/computer-aided-geometric-design/#description,18792332,
25023,1677055,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8659,14678659,
25028,978493,Bi-monthly,http://www.journals.elsevier.com/computers-and-graphics/,18737684,
25515,15240703,Bi-monthly,http://www.journals.elsevier.com/graphical-models/#description,15240711,
25518,2721716,Bi-monthly,http://www.computer.org/portal/web/computingnow/cga,15581756,
25534,10577149,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=83,19410042,
25535,10772626,Monthly,http://www.computer.org/portal/web/tvcg,19410506,
25566,2544156,,,,
25574,10039775,,,,
26076,9168508,Monthly,http://search.ieice.org/bin/index.php/category_A/lang_E/curr_1,17451337,
26131,2544164,,,,
26138,1678191,Monthly,http://www.journals.elsevier.com/parallel-computing/#description,18727336,
26146,1782789,Bi-monthly,http://www.springerlink.com/content/100388/,14322315,
26324,10429832,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2418,10982418,
27724,2780070,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=43,19374151,
4700151607,16864360,,,,
4700152485,10546618,,,,
4700152490,18616410,Bi-monthly,http://www.springerlink.com/content/120019/,18616429,
4700152807,15513939,Quarterly,http://www.nowpublishers.com/EDA,15513947,
4900152809,17421128,,,,
5400152714,17518806,Bi-monthly,http://digital-library.theiet.org/IET-SEN,17518814,
5800173379,17452759,Quarterly,http://www.tandfonline.com/loi/nvpp20,17452767,
5800208235,13875868,Quarterly,http://www.tandfonline.com/loi/hscc20,15427633,
5900152897,17483050,,,15691551,
62723,1065514X,,,15635171,
100147332,17445760,Bi-monthly,http://www.tandfonline.com/loi/gpaa20,17445779,
110111,15411672,Bi-monthly,http://www.computer.org/portal/web/computingnow/intelligentsystems,19411294,
11300153734,19328184,Quarterly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4267003,19379234,
11700154336,15493636,,,15526607,
11700154352,17559278,,,,
11800154542,18419836,Bi-monthly,http://univagora.ro/jour/index.php/ijccc,18419844,25 weeks
12000154321,15483673,Quarterly,http://www.igi-global.com/gateway/journal/1090,15483681,
12000154348,15483886,Quarterly,http://www.igi-global.com/gateway/journal/1091,15483894,
12100155655,17489725,Quarterly,http://www.tandfonline.com/loi/tlbs20,17489733,
12100156732,15480631,Semi-annual,http://www.igi-global.com/journal/international-journal-business-data-communications/1087,1548064X,
12100157101,2192659,Quarterly,http://www.worldscientific.com/worldscinet/join,17936713,
12264,0167739X,Monthly,https://www.sciencedirect.com/journal/future-generation-computer-systems,18727115,
12321,13501917,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2575,13652575,
12370,220000,Bi-monthly,http://www.journals.elsevier.com/journal-of-computer-and-system-sciences/#description,10902724,
12373,8874417,Quarterly,http://www.tandfonline.com/loi/ucis20,23802057,
12443,9226443,Bi-monthly,http://www.springerlink.com/content/100334/,15731383,
12600154734,1751911X,Quarterly,http://www.inderscienceonline.com/loi/ijesdf,17519128,
12961,10642307,Bi-monthly,http://www.springerlink.com/content/1064-2307/,15556530,
130090,15392937,Quarterly,https://www.igi-global.com/gateway/journal/1076,15392929,
13427,2397528,Bi-monthly,https://journals.pan.pl/bpasts,23001917,40 weeks
13579,13845810,Bi-monthly,http://www.springerlink.com/content/100254/,1573756X,
13681,1403664,Semi-monthly,https://www.sciencedirect.com/science/journal/01403664,1873703X,
13683,1464833,Quarterly,http://www.sigcomm.org/learn/computer-communication-review,19435819,
13799,329460,Quarterly,http://www.springerlink.com/content/0032-9460/,16083253,
14300154706,19366442,Bi-monthly,http://www.springerlink.com/content/1936-6450,19366450,
14411,14614111,,,17415179,
144945,1566113X,Quarterly,http://www.springerlink.com/content/106607/,15729427,
145056,15393100,Quarterly,http://www.igi-global.com/gateway/journal/1078,15393119,
145326,16155262,Bi-monthly,http://www.springerlink.com/content/107927/,16155270,
14879,15708268,Quarterly,http://www.journals.elsevier.com/journal-of-web-semantics/#description,18737749,
14965,1386145X,Quarterly,http://www.springerlink.com/content/101757/,15731413,
15012,15903,Bi-monthly,http://www.springerlink.com/content/100460/,14320525,
15057,15674223,Bi-monthly,http://www.journals.elsevier.com/electronic-commerce-research-and-applications/#description,18737846,
15552,1419331,Bi-monthly,http://www.journals.elsevier.com/microprocessors-and-microsystems/#description,18729436,
15572,13873326,Bi-monthly,http://www.springerlink.com/content/103798/,15729419,
15574,10477047,Quarterly,https://pubsonline.informs.org/journal/isre,15265536,
15583,2883635,Quarterly,http://www.springerlink.com/content/1882-7055,18827055,
15631,2684012,Bi-monthly,http://www.journals.elsevier.com/international-journal-of-information-management/#description,18734707,
15657,14761289,,,17419212,
15773,15335399,Quarterly,http://toit.acm.org/,15576051,
16800154719,17478405,,,17478413,
16875,10897801,Bi-monthly,http://www.computer.org/portal/web/computingnow/internetcomputing,19410131,
16947,15457362,Quarterly,http://www.igi-global.com/gateway/journal/1079,15465004,
16965,10967516,Quarterly,http://www.journals.elsevier.com/the-internet-and-higher-education/#description,18735525,
17249,1636804,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=35,15581896,
17543,15308669,Annual,https://www.hindawi.com/journals/wcmc/,15308677,28 weeks
17569,10220038,Bi-monthly,http://www.springerlink.com/content/1022-0038,15728196,
17604,16079264,Bi-monthly,https://jit.ndhu.edu.tw/,20794029,
17700155805,19767277,Bi-monthly,http://www.itiis.org/,,
17700156776,14666642,,,17418070,
17751,10005145,,,,
17900156735,19430620,Monthly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4563700,19430639,
17964,10745351,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1131,10991131,
18000156707,19390122,Annual,https://www.hindawi.com/journals/scn/,19390122,20 weeks
18202,16871472,Annual,https://jwcn-eurasipjournals.springeropen.com/,16871499,13 weeks
18232,10836101,Bi-monthly,https://academic.oup.com/jcmc,,
18300156728,19391374,Quarterly,http://www.computer.org/portal/web/tsc,,
18400156714,15409589,Bi-monthly,https://journals.riverpublishers.com/index.php/JWE/index,15445976,
18800156711,19305346,Quarterly,https://www.aimsciences.org/journal/1930-5346,19305338,
18902,7338716,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=49,15580008,
18936,9168516,Monthly,http://search.ieice.org/bin/index.php/category_B/lang_E/curr_1,17451345,
19266,9528091,Bi-monthly,http://www.inderscienceonline.com/loi/ijcat,17415047,
19270,2181940,Monthly,http://www.worldscinet.com/ijseke/ijseke.shtml,17936403,
19300157106,17516048,,,17516056,
19400156805,17441765,,,17441773,
19421,15228835,Quarterly,http://www.tandfonline.com/loi/wths20#.VyIJrXo2uDk,15228991,
19513,10557148,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1190,10991190,
19515,10689605,Quarterly,http://www.springer.com/engineering/electronics/journal/10776,15728129,
19600156814,19362447,Quarterly,http://www.springerlink.com/content/1936-2455,19362455,
19600166316,18674828,Annual,http://www.jisajournal.com/,18690238,13 weeks
19700174653,1574017X,Annual,https://www.hindawi.com/journals/misy/,1875905X,48 weeks
19700174753,18787789,Quarterly,http://www.elsevier.com/wps/find/journaldescription.cws_home/722774/description#description,18787797,
19700174917,16876415,Annual,https://www.hindawi.com/journals/ijta/,16876423,12 weeks
19700177325,16735447,Monthly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245522,,
19700186821,14778394,,,17418216,
19700186844,19379412,Quarterly,http://www.igi-global.com/gateway/journal/1102,19379404,
19700186848,19380259,Quarterly,http://www.igi-global.com/gateway/journal/1105?ct=-8587281763254568450,19380267,
19700188800,19429533,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1942-9541,19429541,
19700201695,2045824X,,,,
19900188004,8748810,,,16465954,
19900192159,17481279,Monthly,http://www.inderscience.com/ijsnet,17481287,
19900195075,20760930,,,2073607X,
20000195009,20818491,Quarterly,http://ijet.pl/,23001933,12 weeks
200147134,13960466,,,,
20300195016,16859545,,,,
20896,7365853,Quarterly,http://www.elsevier.com/wps/find/journaldescription.cws_home/703/description#description,,
21100198205,17543916,Bi-monthly,http://www.inderscienceonline.com/loi/ijcnds,17543924,
21100198552,17530563,,,17530571,
21100199333,18671144,Semi-annual,http://www.degruyter.com/view/j/gcc,18696104,
21100200660,17440084,Quarterly,http://www.emeraldinsight.com/loi/ijwis,17440092,
21100203114,20907141,Annual,https://www.hindawi.com/journals/jcnc/,2090715X,15 weeks
21100217227,22286179,Quarterly,http://link.springer.com/journal/40998,23641827,
21100220476,20439032,,,20439040,
21100223333,19473532,Quarterly,http://www.igi-global.com/gateway/journal/1164,19473540,
21100229111,15094553,,,18998852,
21100235616,2162237X,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=5962385,21622388,
21100237436,2196492,Quarterly,http://www.worldscinet.com/jikm,17936926,
21100241782,18880967,Annual,http://www.ibersid.eu/ojs/index.php/ibersid/,2174081X,
21100242240,1748569X,,,17485703,
21100242617,1477996X,Quarterly,http://www.emeraldinsight.com/journal/jices,17588871,
21100242828,19849729,,,,
21100262490,20935374,,,20935382,
21100266502,21908508,Quarterly,http://link.springer.com/journal/13389,21908516,
21100269620,15700844,Bi-monthly,https://www.iospress.nl/journal/semantic-web/,22104968,
21100285028,21682291,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221037,21682305,
21100285411,2161024X,,,,
21100307484,23301643,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2330-1643,,
21100316001,,,,20411480,
21100331506,20395086,,,,
21100332403,22142126,Bi-monthly,http://www.journals.elsevier.com/journal-of-information-security-and-applications/,22142134,
21100338350,23274662,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6488907,,
21100338351,21687161,Quarterly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519,,
21100358105,23255870,Quarterly,http://ieeexplore.ieee.org/servlet/opac?punumber=6509490,23722533,
21100372437,23274697,Quarterly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6488902,,
21100383744,,,,2192113X,
21100394100,,,,20474962,
21100394784,,,,18657923,
21100395701,20511310,Bi-monthly,http://comnet.oxfordjournals.org/content/by/year,20511329,
21100396293,17460069,,,17460077,
21100398003,20564880,Bi-monthly,http://www.emeraldinsight.com/loi/ijilt,20564899,
21100409130,20959184,Monthly,http://www.springer.com/computer/journal/11714,20959230,
21100409311,,,,19995903,
21100411629,24056456,Quarterly,http://content.iospress.com/journals/web-intelligence/14/3,24056464,
21100421900,20564961,Bi-monthly,http://www.emeraldinsight.com/journal/ics,,
21100432047,20707401,,,24110280,
21100432792,1674862X,,,,
21100448565,16747259,,,2095946X,
21100465416,21928010,,,21928029,
21100466219,18612032,Quarterly,http://link.springer.com/journal/13740,18612040,
21100774788,22348409,,,22348395,
21100781706,10157999,,,23137835,
21100781741,22451439,,,22454578,
21100788289,20501579,Tri-annual,http://journals.sagepub.com/home/mmc,20501587,
21100788912,20421338,Bi-monthly,http://www.tandfonline.com/action/journalInformation?journalCode=rajs20,20421346,
21100791292,,,,21961115,
21100793172,19922264,,,23109912,
21100793186,20789181,,,20789599,
21100795207,22031693,,,,
21100799500,25024752,,,25024760,
21100801725,,,,20595891,
21100803571,,,,23985038,
21100806003,,,,22150986,
21100810444,18213251,,,23349905,
21100810702,,,,20503385,
21100812121,14514869,,,22177183,
21100812152,22117938,Quarterly,https://www.atlantis-press.com/journals/ijndc,22117946,13 weeks
21100815426,24725730,Quarterly,https://olj.onlinelearningconsortium.org/,24725730,30 weeks
21100817136,22103279,,,22103287,
21100818502,23221437,,,23452773,
21100820054,17276209,,,23125381,
21100820619,20645260,,,20645279,
21100821307,16879724,Annual,https://www.hindawi.com/journals/acisc/,16879732,21 weeks
21100823281,21667160,Quarterly,http://www.igi-global.com/gateway/journal/64245,21667179,
21100823476,24685925,Quarterly,http://www.keaipublishing.com/en/journals/digital-communications-and-networks/,23528648,30 weeks
21100824682,,,,23080477,
21100826268,15082806,Quarterly,https://journals.agh.edu.pl/csci,23007036,20 weeks
21100826382,20893191,,,23029285,
21100826383,,,,20893272,
21100827462,19853157,,,22898107,
21100827946,,,,20566387,
21100828027,9743154,,,,
21100829272,,,,20799292,
21100830709,,,,22242708,
21100836194,,,,24059595,
21100836264,9752293,,,9749322,
21100838789,,,,23192518,
21100839128,22348255,,,22348883,
21100843325,24096008,,,23138734,
21100845659,7192576,Semi-annual,http://www.rchdt.uchile.cl/,7192584,2 weeks
21100846309,23154462,,,23733594,
21100850743,22183000,,,24141267,
21100854223,21681724,,,21681732,
21100854641,,,,2373776X,
21100855505,,,,20572093,
21100855883,18476996,Semi-annual,http://www.etfos.unios.hr/ijeces/,18477003,
21100855995,20439989,,,20439997,
21100857397,1941627X,,,19416288,
21100857424,,,,22394303,
21100873335,23307706,,,23307714,
21100879732,,,,23780967,
21100886391,,,,2073431X,
21100893766,,,,2297198X,
21100899217,,,,20528418,
22078,10981241,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858,15206858,
22313,1665316,Monthly,http://www.journals.elsevier.com/performance-evaluation/#description,1872745X,
24162,13359150,Bi-monthly,http://www.cai.sk/,,
24309,1290657,Monthly,http://www.worldscinet.com/ijns/ijns.shtml,17936462,
24358,13811231,Bi-monthly,http://www.springerlink.com/content/102935/,15729397,
24361,9259902,Bi-monthly,http://www.springerlink.com/content/100289/,15737675,
24596,13867857,Quarterly,http://www.springer.com/computer/communication+networks/journal/10586/,15737543,
24806,13704621,Bi-monthly,http://www.springerlink.com/content/100321/,1573773X,
24907,1782770,Quarterly,http://www.springerlink.com/content/100426/,14320452,
25038,15361233,Monthly,http://www.computer.org/portal/web/tmc,15580660,
25621,7437315,Monthly,http://www.journals.elsevier.com/journal-of-parallel-and-distributed-computing/#description,10960848,
25626,9424962,Bi-monthly,http://www.springerlink.com/content/100377/,14321882,
25627,13807501,Monthly,http://www.springerlink.com/content/100320/,14321882,
2600147401,16155289,Quarterly,http://www.springerlink.com/content/1615-5289,16155297,
26131,2544164,,,,
26138,1678191,Monthly,http://www.journals.elsevier.com/parallel-computing/#description,18727336,
26714,10001239,,,,
26799,15708705,Bi-monthly,http://www.journals.elsevier.com/ad-hoc-networks/#description,15708713,
26811,13891286,Semi-monthly,http://www.journals.elsevier.com/computer-networks/#description,18727069,
27237,10636692,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=90,15582566,
27239,8908044,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=65,1558156X,
27275,9266801,Quarterly,http://www.iospress.nl/journal/journal-of-high-speed-networks/,18758940,
27277,10848045,Semi-monthly,https://www.journals.elsevier.com/journal-of-network-and-computer-applications,10958592,
27287,10647570,Quarterly,http://www.springerlink.com/content/101154/,15737705,
27306,1383469X,Bi-monthly,http://www.springerlink.com/content/101750/,15728153,
27358,13614576,,,17407869,
