scopus_source_id,print_issn,e_issn,frequency,review_time,journal_website
24823,313203,18735142,Monthly,,http://www.journals.elsevier.com/pattern-recognition/#description
24825,1678655,18727344,Monthly,,http://www.journals.elsevier.com/pattern-recognition/#description
24847,0992499X,,,,
25476,10798587,2326005X,Quarterly,,http://wacong.org/autosoft/auto/
25482,8268185,19257090,Bi-monthly,,http://www.actapress.com/Content_of_Journal.aspx?JournalID=127
25507,3505596,,Quarterly,,http://www.informatica.si/
25621,7437315,10960848,Monthly,,http://www.journals.elsevier.com/journal-of-parallel-and-distributed-computing/#description
26138,1678191,18727336,Monthly,,http://www.journals.elsevier.com/parallel-computing/#description
26529,1650114,18726801,Semi-monthly,,http://www.journals.elsevier.com/fuzzy-sets-and-systems/#description
26801,8912017,15309312,Quarterly,50 weeks,http://www.mitpressjournals.org/loi/coli
26803,3782166,18791387,Monthly,,http://www.journals.elsevier.com/journal-of-pragmatics/#description
27190,9226567,15730573,Quarterly,,https://rd.springer.com/journal/10590
28380,13513249,14698110,Bi-monthly,,http://journals.cambridge.org/action/displayJournal?jid=NLE
28424,14710684,14753081,Bi-monthly,,http://journals.cambridge.org/action/displayJournal?jid=TLP
36450,0142694X,18726909,Bi-monthly,,http://www.journals.elsevier.com/design-studies/#description
4000148905,1556603X,15566048,Quarterly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=10207
4700152208,2198436,17936942,Bi-monthly,,http://www.worldscinet.com/ijhr/ijhr.shtml
4700152645,2182130,17936349,Bi-monthly,,http://www.worldscinet.com/ijait/ijait.shtml
5800207596,11320214,2079312X,,,
6700153285,17442869,17442850,,,
72242,9205691,15731405,Monthly,,http://www.springerlink.com/content/100272/
79015,10010920,,,,
87936,10036059,,,,
9500154152,18612776,18612784,Quarterly,,http://www.springer.com/engineering/robotics/journal/11370
10900153313,16618270,16618289,Quarterly,,http://www.springer.com/birkhauser/mathematics/journal/11786
11800154542,18419836,18419844,Bi-monthly,25 weeks,http://univagora.ro/jour/index.php/ijccc
12000154489,13494198,1349418X,Bi-monthly,,http://www.ijicic.org/
12358,15622479,21993211,Bi-monthly,,http://link.springer.com/journal/40815
12370,220000,10902724,Bi-monthly,,http://www.journals.elsevier.com/journal-of-computer-and-system-sciences/#description
12492,10162364,,Bi-monthly,,http://jise.iis.sinica.edu.tw/pages/issues/past.html
13845,928240,15229602,Bi-monthly,,http://www.springerlink.com/content/119979/
144891,14626268,17443806,Quarterly,,http://www.tandfonline.com/loi/ndcr20
14500154733,11092858,18661505,Tri-annual,,http://www.springerlink.com/content/1109-2858
145295,16194500,16142411,Quarterly,,http://www.springerlink.com/content/1614-2411
17300154988,17560381,,Annual,23 weeks,http://www.biodatamining.org/
17362,10414347,15582191,Monthly,,http://www.computer.org/portal/web/tkde
17945,13674803,13674811,Semi-monthly,,http://bioinformatics.oxfordjournals.org/
17974,13866338,14343207,Quarterly,,https://www.iospress.nl/journal/in-silico-biology/
18144,10939687,14678667,Monthly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8667
18184,2644401,17587077,Bi-monthly,,http://www.emeraldinsight.com/loi/ec
18197,10692509,18758835,Quarterly,,https://www.iospress.nl/journal/integrated-computer-aided-engineering/
18700156724,17525055,17525063,Bi-monthly,,http://www.inderscienceonline.com/loi/ijcsm
19124,2570130,15729443,Monthly,,http://www.springerlink.com/content/101752/
19600156811,15604292,15604306,Quarterly,,http://link.springer.com/journal/40593
19600156814,19362447,19362455,Quarterly,,http://www.springerlink.com/content/1936-2455
19700166602,19423454,19423462,Quarterly,,http://toct.acm.org/
19700174683,20407939,20407947,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2040-7947
19700177406,21530785,21530793,Quarterly,,http://www.springer.com/mathematics/applications/journal/13235
19714,10919392,15327744,Quarterly,,http://www.tandfonline.com/loi/hoce20
19900192440,14611570,,,,
20573,14324350,14330490,Bi-monthly,,http://www.springerlink.com/content/100369/
21100197928,19350090,,,,
21100198457,19322232,19322240,Quarterly,,http://www.sigsam.org/cca/
21100198552,17530563,17530571,,,
21100199308,14256908,18696082,Semi-monthly,,http://www.degruyter.com/view/j/jaa
21100199333,18671144,18696104,Semi-annual,,http://www.degruyter.com/view/j/gcc
21100199795,19994893,,Monthly,11 weeks,http://www.mdpi.com/journal/algorithms
21100205111,16179447,21953724,Quarterly,,http://link.springer.com/journal/40315
21100206263,17930057,17937027,Tri-annual,,http://www.worldscinet.com/nmnc/nmnc.shtml
21100211117,15593940,21575452,Annual,,
21100268400,17442710,20452519,Quarterly,,https://flipbooks.researchinformation.co.uk/170388/199108/library.html
21100286449,,,,,
21100369411,20710216,23080256,Quarterly,,http://www.mmp.vestnik.susu.ac.ru/
21100403130,23522208,23522216,Bi-monthly,,http://www.journals.elsevier.com/journal-of-logical-and-algebraic-methods-in-programming
21100405702,,22638733,,,
21100790723,22113568,22113576,Quarterly,,https://www.iospress.nl/journal/computability/
21100793172,19922264,23109912,,,
21100793184,20710410,23112263,Quarterly,,http://journals.tsu.ru//pdm/en/
21100818505,,15572862,,,
21100824863,,18632122,,,
21100826268,15082806,23007036,Quarterly,20 weeks,https://journals.agh.edu.pl/csci
21100827946,,20566387,,,
21100832761,15982645,2093744X,Quarterly,,http://www.ijfis.org/
21100841738,13111728,13148060,,,
21100843325,24096008,23138734,,,
21100855805,20767633,20776853,,,
21100864387,19479263,19479271,Quarterly,,http://www.igi-global.com/gateway/journal/1149
21100881468,23294949,23294957,Quarterly,,http://topc.acm.org/index.cfm
21100886546,23799927,23799935,,,
21100901061,19826907,23169028,Semi-annual,,https://rd.springer.com/journal/40863
23486,14329360,14330369,Quarterly,,http://link.springer.com/journal/791
23490,8857474,15737691,Annual,,http://www.springerlink.com/content/105731/
23614,9603174,15731375,Bi-monthly,,http://www.springerlink.com/content/100219/
23844,958956,10960902,Bi-monthly,,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-b/#description
24162,13359150,,Bi-monthly,,http://www.cai.sk/
24175,13837133,15729354,Quarterly,,http://www.springerlink.com/content/1383-7133
24185,2664720,14680394,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0394
24242,10636706,19410034,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=91
24254,1628828,19393539,Monthly,,http://www.computer.org/portal/web/tpami
24306,10512004,10954333,Monthly,,http://www.journals.elsevier.com/digital-signal-processing/#description
24354,1687433,15730670,Bi-monthly,,http://www.springerlink.com/content/100280/
24407,0010485X,14365057,Monthly,,http://www.springerlink.com/content/103076/
24501,14200597,15731499,Bi-monthly,,http://www.springerlink.com/content/101744/
24623,2196336,17936888,Bi-monthly,,http://www.worldscinet.com/jtcc/jtcc.shtml
24756,3406253,,Bi-monthly,,http://match.pmf.kg.ac.rs/
24907,1782770,14320452,Quarterly,,http://www.springerlink.com/content/100426/
25022,15361268,15582590,Quarterly,,https://ieeexplore.ieee.org/servlet/opac?punumber=7756
25033,189340,15579956,Monthly,,http://www.computer.org/portal/web/tc
25037,1089778X,19410026,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4235
25476,10798587,2326005X,Quarterly,,http://wacong.org/autosoft/auto/
25509,8905401,10902651,Bi-monthly,,http://www.journals.elsevier.com/information-and-computation/#description
25607,15708667,,,,
25744,1678094,15729273,Tri-annual,,http://www.springerlink.com/content/0167-8094
25878,9262245,18726984,Bi-monthly,,http://www.journals.elsevier.com/differential-geometry-and-its-applications/#description
25887,1795376,14320444,Bi-monthly,,http://www.springerlink.com/content/100356/
26098,10459219,15582183,Monthly,,http://www.computer.org/portal/web/tpds
26132,10009000,18604749,Bi-monthly,,http://www.springerlink.com/content/1000-9000/
26389,10971440,10778926,,,
27871,15320626,15320634,Semi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-0634
28070,9635483,14692163,Bi-monthly,,http://journals.cambridge.org/action/displayJournal?jid=CPC
28077,1291831,17936586,Monthly,,http://www.worldscinet.com/ijmpc/ijmpc.shtml
28347,15261719,,,,
28424,14710684,14753081,Bi-monthly,,http://journals.cambridge.org/action/displayJournal?jid=TLP
28454,3321649,,Bi-monthly,,http://www.emeraldinsight.com/loi/compel
28455,10163328,14208954,Quarterly,,http://www.springerlink.com/content/1016-3328
28456,9257721,1879081X,Monthly,,http://www.journals.elsevier.com/computational-geometry/#description
28457,1787675,14320924,Monthly,,http://www.springerlink.com/content/100468/
28461,1679473,18727352,Monthly,,http://www.journals.elsevier.com/computational-statistics-and-data-analysis/#description
28468,8981221,18737668,Semi-monthly,,http://www.journals.elsevier.com/computers-and-mathematics-with-applications/
28469,15725286,1873636X,Quarterly,,http://www.journals.elsevier.com/discrete-optimization/#description
28470,16153375,16153383,Bi-monthly,,http://www.springerlink.com/content/106038/
28474,1692968,18758681,Fortnightly,,https://www.iospress.nl/journal/fundamenta-informaticae/
28477,2181959,,,,
28494,207160,10290265,Monthly,,http://www.tandfonline.com/loi/gcom20
28499,13826905,15732886,Bi-monthly,,http://www.springerlink.com/content/102924/
29581,10665277,15578666,Monthly,,http://online.liebertpub.com/loi/cmb
29676,15337146,,Bi-monthly,,http://www.rintonpress.com/journals/qic/index.html
3100147401,15749541,18780512,Bi-monthly,,http://www.journals.elsevier.com/ecological-informatics/#description
4000151810,1553734X,15537358,Monthly,32 weeks,http://journals.plos.org/ploscompbiol/
40107,973165,10960899,Bi-monthly,,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/#description
5700165206,16618254,16618262,Bi-monthly,,http://www.springerlink.com/content/120401/
57844,16102940,9485023,Annual,,http://www.springerlink.com/content/100529/
5800179604,17487188,,Annual,25 weeks,http://almob.biomedcentral.com/
6100152804,17427185,17427193,Bi-monthly,,http://www.inderscienceonline.com/loi/ijcse
11600153445,17513472,17513480,Quarterly,,http://www.tandfonline.com/loi/tmaa20
14452,375497,17413133,Monthly,,http://sim.sagepub.com/
144702,13594338,14349957,Quarterly,,http://www.springerlink.com/content/1359-4338/
144891,14626268,17443806,Quarterly,,http://www.tandfonline.com/loi/ndcr20
144972,7479360,15314790,Quarterly,,http://www.mitpressjournals.org/loi/desi
145508,15464261,1546427X,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1546-427X
147203,14606925,17563062,Tri-annual,,http://www.tandfonline.com/toc/rfdj20/current
15484,1206212X,,,,
17271,13618415,,,,
17600155397,19913761,1994036X,Tri-annual,,http://www.ijdesign.org/ojs/index.php/IJDesign
18144,10939687,14678667,Monthly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8667
18145,104485,18792685,Monthly,,http://www.journals.elsevier.com/computer-aided-design/#description
18189,0168874X,18726925,Monthly,,http://www.journals.elsevier.com/finite-elements-in-analysis-and-design/#description
18201,10964290,1099047X,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-047X
18661,1615147X,16151488,Monthly,,http://www.springerlink.com/content/102504/
18662,10844309,15577309,Bi-monthly,,http://todaes.acm.org/
19270,2181940,17936403,Monthly,,http://www.worldscinet.com/ijseke/ijseke.shtml
19400157014,15564673,15564711,Quarterly,,http://jocch.acm.org/
19400157203,12136972,12136964,,,
19600157322,17582946,,Annual,14 weeks,https://jcheminf.biomedcentral.com/
19700177033,16955951,,Annual,,http://journals.uoc.edu/index.php/artnodes/
19700177406,21530785,21530793,Quarterly,,http://www.springer.com/mathematics/applications/journal/13235
19700186865,16877047,16877055,Annual,18 weeks,https://www.hindawi.com/journals/ijcgt/
19700201037,15710882,17453755,Quarterly,,http://www.tandfonline.com/loi/ncdn20
19900192316,14780771,20483988,Quarterly,,http://jac.sagepub.com/
20952,15309827,19447078,Quarterly,,https://asmedigitalcollection.asme.org/computingengineering
20979,10500472,15289001,Monthly,,https://asmedigitalcollection.asme.org/mechanicaldesign
21100200639,1757191X,17571928,Tri-annual,,"http://www.intellectbooks.co.uk/journals/view-Journal,id=164/"
21100432483,,21867364,,,
21100820602,22884300,22885048,Bi-monthly,28 weeks,http://www.journals.elsevier.com/journal-of-computational-design-and-engineering/
21100823281,21667160,21667179,Quarterly,,http://www.igi-global.com/gateway/journal/64245
21100826268,15082806,23007036,Quarterly,20 weeks,https://journals.agh.edu.pl/csci
21100843319,12268046,22882987,,,
21100856541,,22137459,,,
21100869486,20960433,20960662,,,
21100889855,23838477,24660523,Quarterly,,http://technopress.kaist.ac.kr/?journal=acd&subpage=7#
21100900151,,2313433X,,,
23607,8956111,18790771,Bi-monthly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/292/description#description
24621,10933263,18734243,Bi-monthly,,http://www.journals.elsevier.com/journal-of-molecular-graphics-and-modelling/#description
24972,7300301,15577368,Bi-monthly,,http://tog.acm.org/
24998,1678396,18792332,Monthly,,http://www.journals.elsevier.com/computer-aided-geometric-design/#description
25023,1677055,14678659,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8659
25028,978493,18737684,Bi-monthly,,http://www.journals.elsevier.com/computers-and-graphics/
25515,15240703,15240711,Bi-monthly,,http://www.journals.elsevier.com/graphical-models/#description
25518,2721716,15581756,Bi-monthly,,http://www.computer.org/portal/web/computingnow/cga
25534,10577149,19410042,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=83
25535,10772626,19410506,Monthly,,http://www.computer.org/portal/web/tvcg
25566,2544156,,,,
25574,10039775,,,,
26076,9168508,17451337,Monthly,,http://search.ieice.org/bin/index.php/category_A/lang_E/curr_1
26131,2544164,,,,
26138,1678191,18727336,Monthly,,http://www.journals.elsevier.com/parallel-computing/#description
26146,1782789,14322315,Bi-monthly,,http://www.springerlink.com/content/100388/
26324,10429832,10982418,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2418
27724,2780070,19374151,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=43
4700151607,16864360,,,,
4700152485,10546618,,,,
4700152490,18616410,18616429,Bi-monthly,,http://www.springerlink.com/content/120019/
4700152807,15513939,15513947,Quarterly,,http://www.nowpublishers.com/EDA
4900152809,17421128,,,,
5400152714,17518806,17518814,Bi-monthly,,http://digital-library.theiet.org/IET-SEN
5800173379,17452759,17452767,Quarterly,,http://www.tandfonline.com/loi/nvpp20
5800208235,13875868,15427633,Quarterly,,http://www.tandfonline.com/loi/hscc20
5900152897,17483050,15691551,,,
62723,1065514X,15635171,,,
100147332,17445760,17445779,Bi-monthly,,http://www.tandfonline.com/loi/gpaa20
110111,15411672,19411294,Bi-monthly,,http://www.computer.org/portal/web/computingnow/intelligentsystems
11300153734,19328184,19379234,Quarterly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4267003
11700154336,15493636,15526607,,,
11700154352,17559278,,,,
11800154542,18419836,18419844,Bi-monthly,25 weeks,http://univagora.ro/jour/index.php/ijccc
12000154321,15483673,15483681,Quarterly,,http://www.igi-global.com/gateway/journal/1090
12000154348,15483886,15483894,Quarterly,,http://www.igi-global.com/gateway/journal/1091
12100155655,17489725,17489733,Quarterly,,http://www.tandfonline.com/loi/tlbs20
12100156732,15480631,1548064X,Semi-annual,,http://www.igi-global.com/journal/international-journal-business-data-communications/1087
12100157101,2192659,17936713,Quarterly,,http://www.worldscientific.com/worldscinet/join
12264,0167739X,18727115,Monthly,,https://www.sciencedirect.com/journal/future-generation-computer-systems
12321,13501917,13652575,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2575
12370,220000,10902724,Bi-monthly,,http://www.journals.elsevier.com/journal-of-computer-and-system-sciences/#description
12373,8874417,23802057,Quarterly,,http://www.tandfonline.com/loi/ucis20
12443,9226443,15731383,Bi-monthly,,http://www.springerlink.com/content/100334/
12600154734,1751911X,17519128,Quarterly,,http://www.inderscienceonline.com/loi/ijesdf
12961,10642307,15556530,Bi-monthly,,http://www.springerlink.com/content/1064-2307/
130090,15392937,15392929,Quarterly,,https://www.igi-global.com/gateway/journal/1076
13427,2397528,23001917,Bi-monthly,40 weeks,https://journals.pan.pl/bpasts
13579,13845810,1573756X,Bi-monthly,,http://www.springerlink.com/content/100254/
13681,1403664,1873703X,Semi-monthly,,https://www.sciencedirect.com/science/journal/01403664
13683,1464833,19435819,Quarterly,,http://www.sigcomm.org/learn/computer-communication-review
13799,329460,16083253,Quarterly,,http://www.springerlink.com/content/0032-9460/
14300154706,19366442,19366450,Bi-monthly,,http://www.springerlink.com/content/1936-6450
14411,14614111,17415179,,,
144945,1566113X,15729427,Quarterly,,http://www.springerlink.com/content/106607/
145056,15393100,15393119,Quarterly,,http://www.igi-global.com/gateway/journal/1078
145326,16155262,16155270,Bi-monthly,,http://www.springerlink.com/content/107927/
14879,15708268,18737749,Quarterly,,http://www.journals.elsevier.com/journal-of-web-semantics/#description
14965,1386145X,15731413,Quarterly,,http://www.springerlink.com/content/101757/
15012,15903,14320525,Bi-monthly,,http://www.springerlink.com/content/100460/
15057,15674223,18737846,Bi-monthly,,http://www.journals.elsevier.com/electronic-commerce-research-and-applications/#description
15552,1419331,18729436,Bi-monthly,,http://www.journals.elsevier.com/microprocessors-and-microsystems/#description
15572,13873326,15729419,Bi-monthly,,http://www.springerlink.com/content/103798/
15574,10477047,15265536,Quarterly,,https://pubsonline.informs.org/journal/isre
15583,2883635,18827055,Quarterly,,http://www.springerlink.com/content/1882-7055
15631,2684012,18734707,Bi-monthly,,http://www.journals.elsevier.com/international-journal-of-information-management/#description
15657,14761289,17419212,,,
15773,15335399,15576051,Quarterly,,http://toit.acm.org/
16800154719,17478405,17478413,,,
16875,10897801,19410131,Bi-monthly,,http://www.computer.org/portal/web/computingnow/internetcomputing
16947,15457362,15465004,Quarterly,,http://www.igi-global.com/gateway/journal/1079
16965,10967516,18735525,Quarterly,,http://www.journals.elsevier.com/the-internet-and-higher-education/#description
17249,1636804,15581896,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=35
17543,15308669,15308677,Annual,28 weeks,https://www.hindawi.com/journals/wcmc/
17569,10220038,15728196,Bi-monthly,,http://www.springerlink.com/content/1022-0038
17604,16079264,20794029,Bi-monthly,,https://jit.ndhu.edu.tw/
17700155805,19767277,,Bi-monthly,,http://www.itiis.org/
17700156776,14666642,17418070,,,
17751,10005145,,,,
17900156735,19430620,19430639,Monthly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4563700
17964,10745351,10991131,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1131
18000156707,19390122,19390122,Annual,20 weeks,https://www.hindawi.com/journals/scn/
18202,16871472,16871499,Annual,13 weeks,https://jwcn-eurasipjournals.springeropen.com/
18232,10836101,,Bi-monthly,,https://academic.oup.com/jcmc
18300156728,19391374,,Quarterly,,http://www.computer.org/portal/web/tsc
18400156714,15409589,15445976,Bi-monthly,,https://journals.riverpublishers.com/index.php/JWE/index
18800156711,19305346,19305338,Quarterly,,https://www.aimsciences.org/journal/1930-5346
18902,7338716,15580008,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=49
18936,9168516,17451345,Monthly,,http://search.ieice.org/bin/index.php/category_B/lang_E/curr_1
19266,9528091,17415047,Bi-monthly,,http://www.inderscienceonline.com/loi/ijcat
19270,2181940,17936403,Monthly,,http://www.worldscinet.com/ijseke/ijseke.shtml
19300157106,17516048,17516056,,,
19400156805,17441765,17441773,,,
19421,15228835,15228991,Quarterly,,http://www.tandfonline.com/loi/wths20#.VyIJrXo2uDk
19513,10557148,10991190,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1190
19515,10689605,15728129,Quarterly,,http://www.springer.com/engineering/electronics/journal/10776
19600156814,19362447,19362455,Quarterly,,http://www.springerlink.com/content/1936-2455
19600166316,18674828,18690238,Annual,13 weeks,http://www.jisajournal.com/
19700174653,1574017X,1875905X,Annual,48 weeks,https://www.hindawi.com/journals/misy/
19700174753,18787789,18787797,Quarterly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/722774/description#description
19700174917,16876415,16876423,Annual,12 weeks,https://www.hindawi.com/journals/ijta/
19700177325,16735447,,Monthly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245522
19700186821,14778394,17418216,,,
19700186844,19379412,19379404,Quarterly,,http://www.igi-global.com/gateway/journal/1102
19700186848,19380259,19380267,Quarterly,,http://www.igi-global.com/gateway/journal/1105?ct=-8587281763254568450
19700188800,19429533,19429541,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1942-9541
19700201695,2045824X,,,,
19900188004,8748810,16465954,,,
19900192159,17481279,17481287,Monthly,,http://www.inderscience.com/ijsnet
19900195075,20760930,2073607X,,,
20000195009,20818491,23001933,Quarterly,12 weeks,http://ijet.pl/
200147134,13960466,,,,
20300195016,16859545,,,,
20896,7365853,,Quarterly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/703/description#description
21100198205,17543916,17543924,Bi-monthly,,http://www.inderscienceonline.com/loi/ijcnds
21100198552,17530563,17530571,,,
21100199333,18671144,18696104,Semi-annual,,http://www.degruyter.com/view/j/gcc
21100200660,17440084,17440092,Quarterly,,http://www.emeraldinsight.com/loi/ijwis
21100203114,20907141,2090715X,Annual,15 weeks,https://www.hindawi.com/journals/jcnc/
21100217227,22286179,23641827,Quarterly,,http://link.springer.com/journal/40998
21100220476,20439032,20439040,,,
21100223333,19473532,19473540,Quarterly,,http://www.igi-global.com/gateway/journal/1164
21100229111,15094553,18998852,,,
21100235616,2162237X,21622388,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=5962385
21100237436,2196492,17936926,Quarterly,,http://www.worldscinet.com/jikm
21100241782,18880967,2174081X,Annual,,http://www.ibersid.eu/ojs/index.php/ibersid/
21100242240,1748569X,17485703,,,
21100242617,1477996X,17588871,Quarterly,,http://www.emeraldinsight.com/journal/jices
21100242828,19849729,,,,
21100262490,20935374,20935382,,,
21100266502,21908508,21908516,Quarterly,,http://link.springer.com/journal/13389
21100269620,15700844,22104968,Bi-monthly,,https://www.iospress.nl/journal/semantic-web/
21100285028,21682291,21682305,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221037
21100285411,2161024X,,,,
21100307484,23301643,,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2330-1643
21100316001,,20411480,,,
21100331506,20395086,,,,
21100332403,22142126,22142134,Bi-monthly,,http://www.journals.elsevier.com/journal-of-information-security-and-applications/
21100338350,23274662,,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6488907
21100338351,21687161,,Quarterly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519
21100358105,23255870,23722533,Quarterly,,http://ieeexplore.ieee.org/servlet/opac?punumber=6509490
21100372437,23274697,,Quarterly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6488902
21100383744,,2192113X,,,
21100394100,,20474962,,,
21100394784,,18657923,,,
21100395701,20511310,20511329,Bi-monthly,,http://comnet.oxfordjournals.org/content/by/year
21100396293,17460069,17460077,,,
21100398003,20564880,20564899,Bi-monthly,,http://www.emeraldinsight.com/loi/ijilt
21100409130,20959184,20959230,Monthly,,http://www.springer.com/computer/journal/11714
21100409311,,19995903,,,
21100411629,24056456,24056464,Quarterly,,http://content.iospress.com/journals/web-intelligence/14/3
21100421900,20564961,,Bi-monthly,,http://www.emeraldinsight.com/journal/ics
21100432047,20707401,24110280,,,
21100432792,1674862X,,,,
21100448565,16747259,2095946X,,,
21100465416,21928010,21928029,,,
21100466219,18612032,18612040,Quarterly,,http://link.springer.com/journal/13740
21100774788,22348409,22348395,,,
21100781706,10157999,23137835,,,
21100781741,22451439,22454578,,,
21100788289,20501579,20501587,Tri-annual,,http://journals.sagepub.com/home/mmc
21100788912,20421338,20421346,Bi-monthly,,http://www.tandfonline.com/action/journalInformation?journalCode=rajs20
21100791292,,21961115,,,
21100793172,19922264,23109912,,,
21100793186,20789181,20789599,,,
21100795207,22031693,,,,
21100799500,25024752,25024760,,,
21100801725,,20595891,,,
21100803571,,23985038,,,
21100806003,,22150986,,,
21100810444,18213251,23349905,,,
21100810702,,20503385,,,
21100812121,14514869,22177183,,,
21100812152,22117938,22117946,Quarterly,13 weeks,https://www.atlantis-press.com/journals/ijndc
21100815426,24725730,24725730,Quarterly,30 weeks,https://olj.onlinelearningconsortium.org/
21100817136,22103279,22103287,,,
21100818502,23221437,23452773,,,
21100820054,17276209,23125381,,,
21100820619,20645260,20645279,,,
21100821307,16879724,16879732,Annual,21 weeks,https://www.hindawi.com/journals/acisc/
21100823281,21667160,21667179,Quarterly,,http://www.igi-global.com/gateway/journal/64245
21100823476,24685925,23528648,Quarterly,30 weeks,http://www.keaipublishing.com/en/journals/digital-communications-and-networks/
21100824682,,23080477,,,
21100826268,15082806,23007036,Quarterly,20 weeks,https://journals.agh.edu.pl/csci
21100826382,20893191,23029285,,,
21100826383,,20893272,,,
21100827462,19853157,22898107,,,
21100827946,,20566387,,,
21100828027,9743154,,,,
21100829272,,20799292,,,
21100830709,,22242708,,,
21100836194,,24059595,,,
21100836264,9752293,9749322,,,
21100838789,,23192518,,,
21100839128,22348255,22348883,,,
21100843325,24096008,23138734,,,
21100845659,7192576,7192584,Semi-annual,2 weeks,http://www.rchdt.uchile.cl/
21100846309,23154462,23733594,,,
21100850743,22183000,24141267,,,
21100854223,21681724,21681732,,,
21100854641,,2373776X,,,
21100855505,,20572093,,,
21100855883,18476996,18477003,Semi-annual,,http://www.etfos.unios.hr/ijeces/
21100855995,20439989,20439997,,,
21100857397,1941627X,19416288,,,
21100857424,,22394303,,,
21100873335,23307706,23307714,,,
21100879732,,23780967,,,
21100886391,,2073431X,,,
21100893766,,2297198X,,,
21100899217,,20528418,,,
22078,10981241,15206858,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858
22313,1665316,1872745X,Monthly,,http://www.journals.elsevier.com/performance-evaluation/#description
24162,13359150,,Bi-monthly,,http://www.cai.sk/
24309,1290657,17936462,Monthly,,http://www.worldscinet.com/ijns/ijns.shtml
24358,13811231,15729397,Bi-monthly,,http://www.springerlink.com/content/102935/
24361,9259902,15737675,Bi-monthly,,http://www.springerlink.com/content/100289/
24596,13867857,15737543,Quarterly,,http://www.springer.com/computer/communication+networks/journal/10586/
24806,13704621,1573773X,Bi-monthly,,http://www.springerlink.com/content/100321/
24907,1782770,14320452,Quarterly,,http://www.springerlink.com/content/100426/
25038,15361233,15580660,Monthly,,http://www.computer.org/portal/web/tmc
25621,7437315,10960848,Monthly,,http://www.journals.elsevier.com/journal-of-parallel-and-distributed-computing/#description
25626,9424962,14321882,Bi-monthly,,http://www.springerlink.com/content/100377/
25627,13807501,14321882,Monthly,,http://www.springerlink.com/content/100320/
2600147401,16155289,16155297,Quarterly,,http://www.springerlink.com/content/1615-5289
26131,2544164,,,,
26138,1678191,18727336,Monthly,,http://www.journals.elsevier.com/parallel-computing/#description
26714,10001239,,,,
26799,15708705,15708713,Bi-monthly,,http://www.journals.elsevier.com/ad-hoc-networks/#description
26811,13891286,18727069,Semi-monthly,,http://www.journals.elsevier.com/computer-networks/#description
27237,10636692,15582566,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=90
27239,8908044,1558156X,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=65
27275,9266801,18758940,Quarterly,,http://www.iospress.nl/journal/journal-of-high-speed-networks/
27277,10848045,10958592,Semi-monthly,,https://www.journals.elsevier.com/journal-of-network-and-computer-applications
