scopus_source_id,title,citescore,percentile,citation_count,scholarly_output,percent_cited,snip,sjr,rank,rank_outof,publisher,type,open_access,scopus_asjc_code,subject_area,quartile,top_10%,scopus_link,index,publisher2,percentile2,frequency,journal_website,review_time,open_access2,print_issn,e_issn,user_index,user_publisher,user_percentile,user_frequency,user_open_access,PSI
21100262490,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",2.57,83,157,61,77,1.7269999999999999,0.42200000000000004,9,50,Innovative Information Science & Technology Research Group (ISYOU),Journal,NO,1701,Computer Science (miscellaneous),Quartile1,,https://www.scopus.com/sourceid/21100262490,Scopus,Others,100,Bi-monthly,http://www.jowua.org/,,No,2093-5374,2093-5382,0.06391148041588218,0.04998550943964087,0.37510663272125216,0.0023177060812127567,0.20726433368515088,0.6985856623431388
5100155071,Foundations and Trends in Information Retrieval,8.36,97,92,11,100,5.325,1.044,2,50,Now Publishers Inc,Journal,NO,1701,Computer Science (miscellaneous),Quartile1,Top 10%,https://www.scopus.com/sourceid/5100155071,Scopus,Others,100,Bi-monthly,http://www.nowpublishers.com/journals/INR/,,No,1554-0669,1554-0677,0.06391148041588218,0.04998550943964087,0.37510663272125216,0.0023177060812127567,0.20726433368515088,0.6985856623431388
4700152646,International Journal of Information Technology and Decision Making,2.49,81,474,190,59,0.95,0.552,10,50,World Scientific Publishing Co. Pte Ltd,Journal,NO,1701,Computer Science (miscellaneous),Quartile1,,https://www.scopus.com/sourceid/4700152646,Scopus,Others,100,Bi-monthly,http://www.worldscinet.com/ijitdm/ijitdm.shtml,,No,0219-6220,1793-6845,0.06391148041588218,0.04998550943964087,0.37510663272125216,0.0023177060812127567,0.20726433368515088,0.6985856623431388
5100155071,Foundations and Trends in Information Retrieval,8.36,97,92,11,100,5.325,1.044,2,50,Now Publishers Inc,Journal,NO,1701,Computer Science (miscellaneous),Quartile1,Top 10%,https://www.scopus.com/sourceid/5100155071,SCIEISI,Others,100,Bi-monthly,http://www.nowpublishers.com/journals/INR/,,No,1554-0669,1554-0677,0.03195574020794109,0.04998550943964087,0.37510663272125216,0.0023177060812127567,0.20726433368515088,0.6666299221351977
4700152646,International Journal of Information Technology and Decision Making,2.49,81,474,190,59,0.95,0.552,10,50,World Scientific Publishing Co. Pte Ltd,Journal,NO,1701,Computer Science (miscellaneous),Quartile1,,https://www.scopus.com/sourceid/4700152646,SCIEISI,Others,100,Bi-monthly,http://www.worldscinet.com/ijitdm/ijitdm.shtml,,No,0219-6220,1793-6845,0.03195574020794109,0.04998550943964087,0.37510663272125216,0.0023177060812127567,0.20726433368515088,0.6666299221351977
21100853526,ACM Transactions on Economics and Computation,1.36,52,103,76,59,1.29,0.561,24,50,Association for Computing Machinery (ACM),Journal,NO,1701,Computer Science (miscellaneous),Quartile2,,https://www.scopus.com/sourceid/21100853526,Scopus,ACM,200,Quarterly,http://teac.acm.org/,,No,2167-8375,2167-8383,0.06391148041588218,0.09997101887928174,0.2813299745409391,0.0018508300360763738,0.20726433368515088,0.6543276375573303
4900152403,International Journal of Computational Methods,1.47,55,320,218,60,0.718,0.48700000000000004,23,50,World Scientific Publishing Co. Pte Ltd,Journal,NO,1701,Computer Science (miscellaneous),Quartile2,,https://www.scopus.com/sourceid/4900152403,Scopus,Others,200,Bi-monthly,http://www.worldscinet.com/ijcm/ijcm.shtml,,No,0219-8762,1793-6969,0.06391148041588218,0.04998550943964087,0.2813299745409391,0.0023177060812127567,0.20726433368515088,0.6048090041628258
21100826382,Bulletin of Electrical Engineering and Informatics,1.9,69,91,48,62,0.785,0.43700000000000006,16,50,Institute of Advanced Engineering and Science (IAES),Journal,NO,1701,Computer Science (miscellaneous),Quartile2,,https://www.scopus.com/sourceid/21100826382,Scopus,Others,200,Bi-monthly,,,No,2089-3191,2302-9285,0.06391148041588218,0.04998550943964087,0.2813299745409391,0.0023177060812127567,0.20726433368515088,0.6048090041628258
21100820054,International Journal of Computing,2.07,71,87,42,57,1.337,0.29100000000000004,15,50,Research Institute of Intelligent Computer Systems,Journal,NO,1701,Computer Science (miscellaneous),Quartile2,,https://www.scopus.com/sourceid/21100820054,Scopus,Others,200,Bi-monthly,,,No,1727-6209,2312-5381,0.06391148041588218,0.04998550943964087,0.2813299745409391,0.0023177060812127567,0.20726433368515088,0.6048090041628258
21100826383,Indonesian Journal of Electrical Engineering and Informatics,1.59,59,70,44,70,0.905,0.363,21,50,Institute of Advanced Engineering and Science (IAES),Journal,NO,1701,Computer Science (miscellaneous),Quartile2,,https://www.scopus.com/sourceid/21100826383,Scopus,Others,200,Bi-monthly,,,No,,2089-3272,0.06391148041588218,0.04998550943964087,0.2813299745409391,0.0023177060812127567,0.20726433368515088,0.6048090041628258
21100201542,Symmetry,2.28,75,1140,501,69,1.046,0.287,13,50,Multidisciplinary Digital Publishing Institute,Journal,YES,1701,Computer Science (miscellaneous),Quartile1,,https://www.scopus.com/sourceid/21100201542,Scopus,Others,100,Monthly,http://www.mdpi.com/journal/symmetry/,11 weeks,Yes,2073-8994,,0.06391148041588218,0.04998550943964087,0.37510663272125216,0.00278041359023185,0.10363216684257544,0.5954162030095825
21100855505,Journal of Cybersecurity,2.3,77,92,40,65,1.712,0.469,12,50,Oxford University Press,Journal,YES,1701,Computer Science (miscellaneous),Quartile1,,https://www.scopus.com/sourceid/21100855505,Scopus,Others,100,Bi-monthly,,,Yes,,2057-2093,0.06391148041588218,0.04998550943964087,0.37510663272125216,0.0023177060812127567,0.10363216684257544,0.5949534955005634
